importId;code;parent_code;name;accountType.importId;isRegulatoryAccount;commonPosition;reconcileOk;compatibleAccounts;useForPartnerBalance;isTaxAuthorizedOnMoveLine;isTaxRequiredOnMoveLine;defaultTaxSet;vatSystemSelect;isRetrievedOnPaymentSession;serviceType.code;manageCutOffPeriod;hasAutomaticApplicationAccountingDate;analyticDistributionAuthorized;analyticDistributionRequiredOnInvoiceLines;analyticDistributionRequiredOnMoveLines;analyticDistributionTemplate.importId;statusSelect;
;A001;0;;Racine PCG;AT001;true;0;;;;;;;;;;;;;;;;1
;A002;10;CL1;Capital et réserves;AT001;true;0;;;;;;;;;;;;;;;;1
;A003;11;CL1;Report à nouveau (solde créditeur ou débiteur);AT001;true;0;;;;;;;;;;;;;;;;1
;A004;12;CL1;Résultat de l'exercice (bénéfice ou perte);AT001;true;0;;;;;;;;;;;;;;;;1
;A005;13;CL1;Subventions d'investissement;AT001;true;0;;;;;;;;;;;;;;;;1
;A006;14;CL1;Provisions réglementées;AT001;true;0;;;;;;;;;;;;;;;;1
;A007;15;CL1;Provisions;AT001;true;0;;;;;;;;;;;;;;;;1
;A008;16;CL1;Emprunts et dettes assimilées;AT001;true;0;;;;;;;;;;;;;;;;1
;A009;17;CL1;Dettes rattachées à des participations;AT001;true;0;;;;;;;;;;;;;;;;1
;A010;18;CL1;Comptes de liaison des établissements et sociétés en participation;AT001;true;0;;;;;;;;;;;;;;;;1
;A011;20;CL2;Immobilisations incorporelles;AT001;true;0;;;;;;;;;;;;;;;;1
;A012;21;CL2;Immobilisations corporelles;AT001;true;0;;;;;;;;;;;;;;;;1
;A013;22;CL2;Immobilisations mises en concession;AT001;true;0;;;;;;;;;;;;;;;;1
;A014;23;CL2;Immobilisations en cours;AT001;true;0;;;;;;;;;;;;;;;;1
;A015;25;CL2;Parts dans des entreprises liées et créances dans des entreprises liées;AT001;true;0;;;;;;;;;;;;;;;;1
;A016;26;CL2;Participations et créances rattachées à des participations;AT001;true;0;;;;;;;;;;;;;;;;1
;A017;27;CL2;Autres immobilisations financières;AT001;true;0;;;;;;;;;;;;;;;;1
;A018;28;CL2;Amortissement des immobilisations;AT001;true;0;;;;;;;;;;;;;;;;1
;A019;29;CL2;Dépréciations des immobilisations;AT001;true;0;;;;;;;;;;;;;;;;1
;A020;30;CL3;Matières premières (et fournitures);AT001;true;0;;;;;;;;;;;;;;;;1
;A021;32;CL3;Autres approvisionnements;AT001;true;0;;;;;;;;;;;;;;;;1
;A022;33;CL3;En-cours de production de biens;AT001;true;0;;;;;;;;;;;;;;;;1
;A023;34;CL3;En-cours de production de services;AT001;true;0;;;;;;;;;;;;;;;;1
;A024;35;CL3;Stocks de produits;AT001;true;0;;;;;;;;;;;;;;;;1
;A025;36;CL3;Stocks provenant d'immobilisations;AT001;true;0;;;;;;;;;;;;;;;;1
;A026;37;CL3;Stocks de marchandises;AT001;true;0;;;;;;;;;;;;;;;;1
;A027;38;CL3;Stocks en voie d'acheminement, mis en dépôt ou donnés en consignation;AT001;true;0;;;;;;;;;;;;;;;;1
;A028;39;CL3;Dépréciations des stocks et en-cours;AT001;true;0;;;;;;;;;;;;;;;;1
;A029;40;CL4;Fournisseurs et comptes rattachés;AT001;true;0;;;;;;;;;;;;;;;;1
;A030;41;CL4;Clients et comptes rattachés;AT001;true;0;;;;;;;;;;;;;;;;1
;A031;42;CL4;Personnel et comptes rattachés;AT001;true;0;;;;;;;;;;;;;;;;1
;A032;43;CL4;Sécurité Sociale et autres organismes sociaux;AT001;true;0;;;;;;;;;;;;;;;;1
;A033;44;CL4;État et autres collectivités publiques;AT001;true;0;;;;;;;;;;;;;;;;1
;A034;45;CL4;Groupe et associés;AT001;true;0;;;;;;;;;;;;;;;;1
;A035;46;CL4;Débiteurs divers et créditeurs divers;AT001;true;0;;;;;;;;;;;;;;;;1
;A036;47;CL4;Comptes transitoires ou d'attente;AT001;true;0;;;;;;;;;;;;;;;;1
;A037;48;CL4;Comptes de régularisation;AT001;true;0;;;;;;;;;;;;;;;;1
;A038;49;CL4;Dépréciations des comptes de tiers;AT001;true;0;;;;;;;;;;;;;;;;1
;A039;50;CL5;Valeurs mobilières de placement;AT001;true;0;;;;;;;;;;;;;;;;1
;A040;51;CL5;Banques, établissements financiers et assimilés;AT001;true;0;;;;;;;;;;;;;;;;1
;A041;52;CL5;Instruments financiers à terme et jetons détenus;AT001;true;0;;;;;;;;;;;;;;;;1
;A042;53;CL5;Caisse;AT001;true;0;;;;;;;;;;;;;;;;1
;A043;54;CL5;Régies d'avance et accréditifs;AT001;true;0;;;;;;;;;;;;;;;;1
;A044;58;CL5;Virements internes;AT001;true;0;;;;;;;;;;;;;;;;1
;A045;59;CL5;Dépréciations des comptes financiers;AT001;true;0;;;;;;;;;;;;;;;;1
;A046;60;CL6;Achats (sauf 603);AT001;true;0;;;;;;;;;;;;;;;;1
;A047;61;CL6;Services extérieurs;AT001;true;0;;;;;;;;;;;;;;;;1
;A048;62;CL6;Autres services extérieurs;AT001;true;0;;;;;;;;;;;;;;;;1
;A049;63;CL6;Impôts, taxes et versements assimilés;AT001;true;0;;;;;;;;;;;;;;;;1
;A050;64;CL6;Charges de personnel;AT001;true;0;;;;;;;;;;;;;;;;1
;A051;65;CL6;Autres charges de gestion courante;AT001;true;0;;;;;;;;;;;;;;;;1
;A052;66;CL6;Charges financières;AT001;true;0;;;;;;;;;;;;;;;;1
;A053;67;CL6;Charges exceptionnelles;AT001;true;0;;;;;;;;;;;;;;;;1
;A054;68;CL6;Dotations aux amortissements, aux dépréciations et aux provisions;AT001;true;0;;;;;;;;;;;;;;;;1
;A055;69;CL6;Participation des salariés - Impôts sur les bénéfices et assimilés;AT001;true;0;;;;;;;;;;;;;;;;1
;A056;70;CL7;Ventes de produits fabriqués, prestations de services, marchandises;AT001;true;0;;;;;;;;;;;;;;;;1
;A057;71;CL7;Production stockée (ou déstockage);AT001;true;0;;;;;;;;;;;;;;;;1
;A058;72;CL7;Production immobilisée;AT001;true;0;;;;;;;;;;;;;;;;1
;A059;74;CL7;Subventions d'exploitation;AT001;true;0;;;;;;;;;;;;;;;;1
;A060;75;CL7;Autres produits de gestion courante;AT001;true;0;;;;;;;;;;;;;;;;1
;A061;76;CL7;Produits financiers;AT001;true;0;;;;;;;;;;;;;;;;1
;A062;77;CL7;Produits exceptionnels;AT001;true;0;;;;;;;;;;;;;;;;1
;A063;78;CL7;Reprises sur amortissements, dépréciations et provisions;AT001;true;0;;;;;;;;;;;;;;;;1
;A064;79;CL7;Transferts de charges;AT001;true;0;;;;;;;;;;;;;;;;1
;A065;80;CL8;Engagements;AT001;true;0;;;;;;;;;;;;;;;;1
;A066;88;CL8;Résultats en instance d'affectation;AT001;true;0;;;;;;;;;;;;;;;;1
;A067;89;CL8;Bilan;AT001;true;0;;;;;;;;;;;;;;;;1
;A068;101;10;Capital;AT001;true;0;;;;;;;;;;;;;;;;1
;A069;102;10;Fonds fiduciaires;AT001;true;0;;;;;;;;;;;;;;;;1
;A070;104;10;Primes liées au capital social;AT001;true;0;;;;;;;;;;;;;;;;1
;A071;105;10;Ecarts de réévaluation;AT001;true;0;;;;;;;;;;;;;;;;1
;A072;106;10;Réserves;AT001;true;0;;;;;;;;;;;;;;;;1
;A073;107;10;Ecart d'équivalence;AT001;true;0;;;;;;;;;;;;;;;;1
;A074;108;10;Compte de l'exploitant;AT001;true;0;;;;;;;;;;;;;;;;1
;A075;109;10;Actionnaires : capital souscrit - non appelé;AT001;true;0;;;;;;;;;;;;;;;;1
;A076;110;11;Report à nouveau - solde débiteur;AT001;true;0;;;;;;;;;;;;;;;;1
;A077;119;11;Report à nouveau - solde créditeur;AT001;true;0;;;;;;;;;;;;;;;;1
;A078;120;12;Résultat de l'exercice - bénéfice;AT001;true;0;;;;;;;;;;;;;;;;1
;A079;129;12;Résultat de l'exercice - perte;AT001;true;0;;;;;;;;;;;;;;;;1
;A080;131;13;Subventions d'investissement octroyées;AT001;true;0;;;;;;;;;;;;;;;;1
;A081;139;13;Subventions d'investissement inscrites au compte de résultat;AT001;true;0;;;;;;;;;;;;;;;;1
;A082;143;14;Provisions réglementées pour hausse de prix;AT001;true;0;;;;;;;;;;;;;;;;1
;A083;145;14;Amortissements dérogatoires;AT001;true;0;;;;;;;;;;;;;;;;1
;A084;148;14;Autres provisions réglementées;AT001;true;0;;;;;;;;;;;;;;;;1
;A085;151;15;Provisions pour risques;AT001;true;0;;;;;;;;;;;;;;;;1
;A086;152;15;Provisions pour charges;AT001;true;0;;;;;;;;;;;;;;;;1
;A087;161;16;Emprunts obligataires convertibles;AT001;true;0;;;;;;;;;;;;;;;;1
;A088;162;16;Obligations réprésentatives de passifs nets remis en fiducie;AT001;true;0;;;;;;;;;;;;;;;;1
;A089;163;16;Autres emprunts obligatires;AT001;true;0;;;;;;;;;;;;;;;;1
;A090;164;16;Emprunts auprès des établissements de crédit;AT001;true;0;;;;;;;;;;;;;;;;1
;A091;165;16;Dépôts et cautionnements reçus;AT001;true;0;;;;;;;;;;;;;;;;1
;A092;166;16;Participation des salariés aux résultats;AT001;true;0;;;;;;;;;;;;;;;;1
;A093;167;16;Emprunts et dettes assorties de conditions particulières;AT001;true;0;;;;;;;;;;;;;;;;1
;A094;168;16;Autres emprunts et dettes assimilées;AT001;true;0;;;;;;;;;;;;;;;;1
;A095;169;16;Prime de remboursement des emprunts;AT001;true;0;;;;;;;;;;;;;;;;1
;A096;171;17;Dettes rattachées à des participations - groupe;AT001;true;0;;;;;;;;;;;;;;;;1
;A097;174;17;Dettes rattachées à des participations - hors groupe;AT001;true;0;;;;;;;;;;;;;;;;1
;A098;178;17;Dettes rattachées à des sociétés en participation;AT001;true;0;;;;;;;;;;;;;;;;1
;A099;181;18;Comptes de liaison des établissement;AT001;true;0;;;;;;;;;;;;;;;;1
;A100;186;18;Biens et prestations de services échangés entre établissements - charges;AT001;true;0;;;;;;;;;;;;;;;;1
;A101;187;18;Biens et prestations de services échangés entre établissements - produits;AT001;true;0;;;;;;;;;;;;;;;;1
;A102;188;18;Comptes de liaison des sociétés en participation;AT001;true;0;;;;;;;;;;;;;;;;1
;A103;201;20;Frais d'établissement;AT001;true;0;;;;;;;;;;;;;;;;1
;A104;203;20;Frais de développement;AT001;true;0;;;;;;;;;;;;;;;;1
;A105;205;20;Concessions et droits similaires, brevets, licences, marques, procédés, solutions informatiques, droits et valeurs similaires;AT001;true;0;;;;;;;;;;;;;;;;1
;A106;206;20;Droit au bail;AT001;true;0;;;;;;;;;;;;;;;;1
;A107;207;20;Fonds commercial;AT001;true;0;;;;;;;;;;;;;;;;1
;A108;208;20;Autres immobilisations incorporelles;AT001;true;0;;;;;;;;;;;;;;;;1
;A109;211;21;Terrains;AT001;true;0;;;;;;;;;;;;;;;;1
;A110;212;21;Agencements et aménagements de terrains (même ventilation que le compte 211);AT001;true;0;;;;;;;;;;;;;;;;1
;A111;213;21;Constructions;AT001;true;0;;;;;;;;;;;;;;;;1
;A112;214;21;Construction sur sol d'autrui (même ventilation que le compte 213);AT001;true;0;;;;;;;;;;;;;;;;1
;A113;215;21;Installations techniques, matériels et outillages industriels;AT001;true;0;;;;;;;;;;;;;;;;1
;A114;218;21;Autres immobilisations corporelles;AT001;true;0;;;;;;;;;;;;;;;;1
;A115;229;22;Droit au concédant;AT001;true;0;;;;;;;;;;;;;;;;1
;A116;231;23;Immobilisations coporelles en cours;AT001;true;0;;;;;;;;;;;;;;;;1
;A117;232;23;Immobilisations incorporelles en cours;AT001;true;0;;;;;;;;;;;;;;;;1
;A118;237;23;Avances et acomptes versés sur commandes d'immobilisations incorporelles;AT001;true;0;;;;;;;;;;;;;;;;1
;A119;238;23;Avances et acomptes versés sur commandes d'immobilisations coporelles;AT001;true;0;;;;;;;;;;;;;;;;1
;A120;261;26;Titres de participation;AT001;true;0;;;;;;;;;;;;;;;;1
;A121;262;26;Titres évalués par équivalence;AT001;true;0;;;;;;;;;;;;;;;;1
;A122;266;26;Autres formes de participation;AT001;true;0;;;;;;;;;;;;;;;;1
;A123;267;26;Créances rattachées à des participations;AT001;true;0;;;;;;;;;;;;;;;;1
;A124;268;26;Créances rattachées à des sociétés en participation;AT001;true;0;;;;;;;;;;;;;;;;1
;A125;269;26;Versements restants à effectuer sur titres de participation non libérés;AT001;true;0;;;;;;;;;;;;;;;;1
;A126;271;27;Titres immobilisés autres que les titres immobilisés de l'activité de portefeuille (droit de propriété);AT001;true;0;;;;;;;;;;;;;;;;1
;A127;272;27;Titres immobilisés (droit de créance);AT001;true;0;;;;;;;;;;;;;;;;1
;A128;273;27;Titres immobilisés de l'activité de portefeuille;AT001;true;0;;;;;;;;;;;;;;;;1
;A129;274;27;Prêts;AT001;true;0;;;;;;;;;;;;;;;;1
;A130;275;27;Dépôts et cautionnements versés;AT001;true;0;;;;;;;;;;;;;;;;1
;A131;276;27;Autres créances immobilisées;AT001;true;0;;;;;;;;;;;;;;;;1
;A132;277;27;Actions propres ou parts propres;AT001;true;0;;;;;;;;;;;;;;;;1
;A133;278;27;Mali de fusion sur actifs financiers;AT001;true;0;;;;;;;;;;;;;;;;1
;A134;279;27;Versements restants à effectuer sur titres immobilisés non libérés;AT001;true;0;;;;;;;;;;;;;;;;1
;A135;280;28;Amortissements des immobilisations incoporelles et des frais d'établissement (même ventilation que celle du compte 20);AT001;true;0;;;;;;;;;;;;;;;;1
;A136;281;28;Amortissements des immobilisations corporelles (même ventilation que celle du compte 21);AT001;true;0;;;;;;;;;;;;;;;;1
;A137;282;28;Amortissements des immobilisations mises en concession;AT001;true;0;;;;;;;;;;;;;;;;1
;A138;290;29;Dépréciations des immobilisations incorporelles;AT001;true;0;;;;;;;;;;;;;;;;1
;A139;291;29;Dépréciations des immobilisations corporelles;AT001;true;0;;;;;;;;;;;;;;;;1
;A140;292;29;Dépréciations des immobilisations mises en concessions;AT001;true;0;;;;;;;;;;;;;;;;1
;A141;293;29;Dépréciations des immobilisations en cours;AT001;true;0;;;;;;;;;;;;;;;;1
;A142;296;29;Dépréciations des participations et créances rattachées à des participations;AT001;true;0;;;;;;;;;;;;;;;;1
;A143;297;29;Dépréciations des autres immobilisations financières;AT001;true;0;;;;;;;;;;;;;;;;1
;A144;321;32;Matières consommables;AT001;true;0;;;;;;;;;;;;;;;;1
;A145;322;32;Fournitures consommables;AT001;true;0;;;;;;;;;;;;;;;;1
;A146;326;32;Emballages;AT001;true;0;;;;;;;;;;;;;;;;1
;A147;331;33;Produits en cours;AT001;true;0;;;;;;;;;;;;;;;;1
;A148;335;33;Travaux en cours;AT001;true;0;;;;;;;;;;;;;;;;1
;A149;341;34;Etudes en cours;AT001;true;0;;;;;;;;;;;;;;;;1
;A150;345;34;Prestations de services en cours;AT001;true;0;;;;;;;;;;;;;;;;1
;A151;351;35;Produits intermédiaires;AT001;true;0;;;;;;;;;;;;;;;;1
;A152;355;35;Produits finis;AT001;true;0;;;;;;;;;;;;;;;;1
;A153;358;35;Produits résiduels ou matières de récupération;AT001;true;0;;;;;;;;;;;;;;;;1
;A154;391;39;Dépréciations des matières premières et fournitures;AT001;true;0;;;;;;;;;;;;;;;;1
;A155;392;39;Dépréciations des autres approvisionnements;AT001;true;0;;;;;;;;;;;;;;;;1
;A156;393;39;Dépréciations des en-cours de production de biens;AT001;true;0;;;;;;;;;;;;;;;;1
;A157;394;39;Dépréciations des en-cours de production de services;AT001;true;0;;;;;;;;;;;;;;;;1
;A158;395;39;Dépréciations des stocks de produits;AT001;true;0;;;;;;;;;;;;;;;;1
;A159;397;39;Dépréciations des stocks de marchandises;AT001;true;0;;;;;;;;;;;;;;;;1
;A160;401;40;Fournisseurs;AT001;true;0;;;;;;;;;;;;;;;;1
;A161;403;40;Fournisseurs - Effets à payer;AT001;true;0;;;;;;;;;;;;;;;;1
;A162;404;40;Fournisseurs d'immobilisations;AT001;true;0;;;;;;;;;;;;;;;;1
;A163;405;40;Fournisseurs d'immobilisations - Effets à payer;AT001;true;0;;;;;;;;;;;;;;;;1
;A164;408;40;Fournisseurs - Factures non parvenues;AT001;true;0;;;;;;;;;;;;;;;;1
;A165;409;40;Fournisseurs débiteurs;AT001;true;0;;;;;;;;;;;;;;;;1
;A166;411;41;Clients;AT001;true;0;;;;;;;;;;;;;;;;1
;A167;413;41;Clients - Effets à recevoir;AT001;true;0;;;;;;;;;;;;;;;;1
;A168;416;41;Clients douteux ou litigieux;AT001;true;0;;;;;;;;;;;;;;;;1
;A169;418;41;Clients - Produits non encore facturés;AT001;true;0;;;;;;;;;;;;;;;;1
;A170;419;41;Clients créditeurs;AT001;true;0;;;;;;;;;;;;;;;;1
;A171;421;42;Personnel - Rémunérations dues;AT001;true;0;;;;;;;;;;;;;;;;1
;A172;422;42;Comité social et économique;AT001;true;0;;;;;;;;;;;;;;;;1
;A173;424;42;Participation des salariés aux résultats;AT001;true;0;;;;;;;;;;;;;;;;1
;A174;425;42;Personnel - Avances, acomptes et autres comptes débiteurs;AT001;true;0;;;;;;;;;;;;;;;;1
;A175;426;42;Personnel - Dépôts;AT001;true;0;;;;;;;;;;;;;;;;1
;A176;427;42;Personnel - Oppositions;AT001;true;0;;;;;;;;;;;;;;;;1
;A177;428;42;Personnel - Charges à payer;AT001;true;0;;;;;;;;;;;;;;;;1
;A178;431;43;Sécurité sociale;AT001;true;0;;;;;;;;;;;;;;;;1
;A179;437;43;Autres organismes sociaux;AT001;true;0;;;;;;;;;;;;;;;;1
;A180;438;43;Organismes sociaux - Charges à payer;AT001;true;0;;;;;;;;;;;;;;;;1
;A181;439;43;Organismes sociaux - Produits à recevoir;AT001;true;0;;;;;;;;;;;;;;;;1
;A182;441;44;Etat - Subventions et aides à recevoir;AT001;true;0;;;;;;;;;;;;;;;;1
;A183;442;44;Contributions, impôts et taxes recouvrés pour le compte de l'Etat;AT001;true;0;;;;;;;;;;;;;;;;1
;A184;444;44;Etat - Impôts sur les bénéfices;AT001;true;0;;;;;;;;;;;;;;;;1
;A185;445;44;Etat - Taxes sur le chiffre d'affaires;AT001;true;0;;;;;;;;;;;;;;;;1
;A186;446;44;Obligations cautionnées;AT001;true;0;;;;;;;;;;;;;;;;1
;A187;447;44;Autres impôts, taxes et versements assimilés;AT001;true;0;;;;;;;;;;;;;;;;1
;A188;448;44;Etat - Charges à payer et produits à recevoir;AT001;true;0;;;;;;;;;;;;;;;;1
;A189;449;44;Quotas d'émission à acquérir;AT001;true;0;;;;;;;;;;;;;;;;1
;A190;451;45;Groupe;AT001;true;0;;;;;;;;;;;;;;;;1
;A191;455;45;Associés - Comptes courants;AT001;true;0;;;;;;;;;;;;;;;;1
;A192;456;45;Associés - Opérations sur le capital;AT001;true;0;;;;;;;;;;;;;;;;1
;A193;457;45;Associés - Dividendes à payer;AT001;true;0;;;;;;;;;;;;;;;;1
;A194;458;45;Associés - Opérations faites en commun et en GIE;AT001;true;0;;;;;;;;;;;;;;;;1
;A195;462;46;Créances sur cessions d'immobilisations;AT001;true;0;;;;;;;;;;;;;;;;1
;A196;464;46;Dettes sur acquisitions de valeurs mobilières de placement;AT001;true;0;;;;;;;;;;;;;;;;1
;A197;465;46;Créances sur cessions de valeurs mobilières de placement;AT001;true;0;;;;;;;;;;;;;;;;1
;A198;467;46;Divers comptes débiteurs et produits à recevoir;AT001;true;0;;;;;;;;;;;;;;;;1
;A199;468;46;Divers comptes créditeurs et charges à payer;AT001;true;0;;;;;;;;;;;;;;;;1
;A200;471;47;Comptes d'attente;AT001;true;0;;;;;;;;;;;;;;;;1
;A201;472;47;Comptes d'attente;AT001;true;0;;;;;;;;;;;;;;;;1
;A202;473;47;Comptes d'attente;AT001;true;0;;;;;;;;;;;;;;;;1
;A203;474;47;Différences d'évaluation - Actif;AT001;true;0;;;;;;;;;;;;;;;;1
;A204;475;47;Différences d'évaluation - Passif;AT001;true;0;;;;;;;;;;;;;;;;1
;A205;476;47;Différences de conversion - Actif;AT001;true;0;;;;;;;;;;;;;;;;1
;A206;477;47;Différences de conversion - Passif;AT001;true;0;;;;;;;;;;;;;;;;1
;A207;478;47;Autres comptes transitoires;AT001;true;0;;;;;;;;;;;;;;;;1
;A208;481;48;Frais d'émission des emprunts;AT001;true;0;;;;;;;;;;;;;;;;1
;A209;486;48;Charges constatées d'avance;AT001;true;0;;;;;;;;;;;;;;;;1
;A210;487;48;Produits constatés d'avance;AT001;true;0;;;;;;;;;;;;;;;;1
;A211;488;48;Comptes de répartition périodique des charges et des produits;AT001;true;0;;;;;;;;;;;;;;;;1
;A212;491;49;Dépréciations des comptes de clients;AT001;true;0;;;;;;;;;;;;;;;;1
;A213;495;49;Dépréciations des comptes du groupe et des associés;AT001;true;0;;;;;;;;;;;;;;;;1
;A214;496;49;Dépréciations des comptes de débiteurs divers;AT001;true;0;;;;;;;;;;;;;;;;1
;A215;502;50;Actions propres;AT001;true;0;;;;;;;;;;;;;;;;1
;A216;503;50;Actions;AT001;true;0;;;;;;;;;;;;;;;;1
;A217;504;50;Autres titres conférant un droit de propriété;AT001;true;0;;;;;;;;;;;;;;;;1
;A218;505;50;Obligations et bons émis par la société et rachetés par elle;AT001;true;0;;;;;;;;;;;;;;;;1
;A219;506;50;Obligations;AT001;true;0;;;;;;;;;;;;;;;;1
;A220;507;50;Bon du Trésor et bons de caisse à court terme;AT001;true;0;;;;;;;;;;;;;;;;1
;A221;508;50;Autres valeurs mobilières de placement et autres créances assimilées;AT001;true;0;;;;;;;;;;;;;;;;1
;A222;509;50;Versement restant à effectuer sur valeurs mobilières de placement non libérées;AT001;true;0;;;;;;;;;;;;;;;;1
;A223;511;51;Valeurs à l'encaissement;AT001;true;0;;;;;;;;;;;;;;;;1
;A224;512;51;Banques;AT001;true;0;;;;;;;;;;;;;;;;1
;A225;517;51;Autres organismes financiers;AT001;true;0;;;;;;;;;;;;;;;;1
;A226;518;51;Intérêts courus;AT001;true;0;;;;;;;;;;;;;;;;1
;A227;519;51;Concours bancaires courants;AT001;true;0;;;;;;;;;;;;;;;;1
;A228;521;52;Instruments financiers à terme;AT001;true;0;;;;;;;;;;;;;;;;1
;A229;522;52;Jetons détenus;AT001;true;0;;;;;;;;;;;;;;;;1
;A230;523;52;Jetons auto-détenus;AT001;true;0;;;;;;;;;;;;;;;;1
;A231;524;52;Jetons empruntés;AT001;true;0;;;;;;;;;;;;;;;;1
;A232;590;59;Fdépréciations des valeurs mobilières de placement;AT001;true;0;;;;;;;;;;;;;;;;1
;A233;601;60;Achats stockés - Matières premières et fournitures;AT001;true;0;;;;;;;;;;;;;;;;1
;A234;602;60;Achats stockés - Autres approvisionnements;AT001;true;0;;;;;;;;;;;;;;;;1
;A235;603;60;Variation des stocks d'approvisionnements et de marchandises;AT001;true;0;;;;;;;;;;;;;;;;1
;A236;604;60;Achats d'études et prestations de services;AT001;true;0;;;;;;;;;;;;;;;;1
;A237;605;60;Achats de matériel, équipements et travaux;AT001;true;0;;;;;;;;;;;;;;;;1
;A238;606;60;Achats non stockés de matières et fournitures;AT001;true;0;;;;;;;;;;;;;;;;1
;A239;607;60;Achats de marchandises;AT001;true;0;;;;;;;;;;;;;;;;1
;A240;608;60;(Compte réservé, le cas échéant, au regroupement des frais accessoires incorporés aux achats);AT001;true;0;;;;;;;;;;;;;;;;1
;A241;609;60;Rabais, remises et ristournes obtenus sur achats (même ventilation que celle du compte 60);AT001;true;0;;;;;;;;;;;;;;;;1
;A242;611;61;Sous-traitance générale;AT001;true;0;;;;;;;;;;;;;;;;1
;A243;612;61;Redevances de crédit-bail;AT001;true;0;;;;;;;;;;;;;;;;1
;A244;613;61;Locations;AT001;true;0;;;;;;;;;;;;;;;;1
;A245;614;62;Charges locatives et de copropriété;AT001;true;0;;;;;;;;;;;;;;;;1
;A246;615;62;Entretien et réparation;AT001;true;0;;;;;;;;;;;;;;;;1
;A247;616;61;Primes d'assurance;AT001;true;0;;;;;;;;;;;;;;;;1
;A248;617;61;Etudes et recherches;AT001;true;0;;;;;;;;;;;;;;;;1
;A249;618;61;Divers;AT001;true;0;;;;;;;;;;;;;;;;1
;A250;619;61;Rabais, remises et ristournes obtenus sur services extérieurs;AT001;true;0;;;;;;;;;;;;;;;;1
;A251;621;62;Personnel extérieur à l'entité;AT001;true;0;;;;;;;;;;;;;;;;1
;A252;622;62;Rémunérations d'intermédiaires et honoraires;AT001;true;0;;;;;;;;;;;;;;;;1
;A253;623;62;Publicité, publications, relations publiques;AT001;true;0;;;;;;;;;;;;;;;;1
;A254;624;62;Transports de biens et transports collectifs du personnel;AT001;true;0;;;;;;;;;;;;;;;;1
;A255;625;62;Déplacements, missions et réceptions;AT001;true;0;;;;;;;;;;;;;;;;1
;A256;626;62;Frais postaux et de télécommunications;AT001;true;0;;;;;;;;;;;;;;;;1
;A257;627;62;Services bancaires et assimilés;AT001;true;0;;;;;;;;;;;;;;;;1
;A258;628;62;Divers;AT001;true;0;;;;;;;;;;;;;;;;1
;A259;629;62;Rabais, remises et ristournes obtenus sur autres services extérieurs;AT001;true;0;;;;;;;;;;;;;;;;1
;A260;631;63;Impôts, taxes et versements assimilés sur rémunérations (administrations des impôts);AT001;true;0;;;;;;;;;;;;;;;;1
;A261;633;63;Impôts, taxes et versements assimilés sur rémunérations (autres organismes);AT001;true;0;;;;;;;;;;;;;;;;1
;A262;635;63;Autres impôts, taxes et versements assimilés (administration des impôts);AT001;true;0;;;;;;;;;;;;;;;;1
;A263;637;63;Autres impôts, taxes et versements assimilés (autres organismes);AT001;true;0;;;;;;;;;;;;;;;;1
;A264;638;63;Rappel d'impôts (autres qu'impôts sur les bénéfices);AT001;true;0;;;;;;;;;;;;;;;;1
;A265;641;64;Rémunérations du personnel;AT001;true;0;;;;;;;;;;;;;;;;1
;A266;644;64;Rémunération du travail de l'exploitant;AT001;true;0;;;;;;;;;;;;;;;;1
;A267;645;64;Cotisations de Sécurité sociale et de prévoyance;AT001;true;0;;;;;;;;;;;;;;;;1
;A268;646;64;Cotisations sociales personnelles de l'exploitant;AT001;true;0;;;;;;;;;;;;;;;;1
;A269;647;64;Autres cotisations sociales;AT001;true;0;;;;;;;;;;;;;;;;1
;A270;648;64;Autres charges de personnel;AT001;true;0;;;;;;;;;;;;;;;;1
;A271;649;64;Remboursements de charges de personnel;AT001;true;0;;;;;;;;;;;;;;;;1
;A272;651;65;Redevances pour concessions, brevets, licences, marques, procédés, solutions informatiques, droits et valeurs similaires;AT001;true;0;;;;;;;;;;;;;;;;1
;A273;653;65;Rémunérations de l'activité des administrateurs et des gérants;AT001;true;0;;;;;;;;;;;;;;;;1
;A274;654;65;Pertes sur créances irrécouvrables;AT001;true;0;;;;;;;;;;;;;;;;1
;A275;655;65;Quotes-parts de résultat sur opérations faites en commun;AT001;true;0;;;;;;;;;;;;;;;;1
;A276;656;65;Pertes de change sur créances et dettes commerciales;AT001;true;0;;;;;;;;;;;;;;;;1
;A277;657;65;Valeur comptable des immobilisations incorporelles et corporelles cédées;AT001;true;0;;;;;;;;;;;;;;;;1
;A278;658;65;Pénalités et autres charges;AT001;true;0;;;;;;;;;;;;;;;;1
;A279;661;66;Charges d'intérêts;AT001;true;0;;;;;;;;;;;;;;;;1
;A280;664;66;Pertes sur créances liées à des participations;AT001;true;0;;;;;;;;;;;;;;;;1
;A281;665;66;Escomptes accordés;AT001;true;0;;;;;;;;;;;;;;;;1
;A282;666;66;Pertes de change financières;AT001;true;0;;;;;;;;;;;;;;;;1
;A283;667;66;Charges nettes sur cession d'éléments financiers;AT001;true;0;;;;;;;;;;;;;;;;1
;A284;668;66;Autres charges financières;AT001;true;0;;;;;;;;;;;;;;;;1
;A285;672;67;(Compte à la disposition des entités pour enregistrer, en cours d'exercice, les charges sur exercices antérieurs);AT001;true;0;;;;;;;;;;;;;;;;1
